datetime	t	rh	u	vw_dir	p
20130806T020000	14.4	95	0.96	290.5	0
20130806T030000	13.73	95	1.59	284.55	0
20130806T040000	13.34	95	1.95	272.25	0
20130806T050000	13.41	95	1.95	266.8	0
20130806T060000	13.83	95	1.93	273.4	0
20130806T070000	14.59	95	1.59	288.1	0
20130806T080000	15	95	2.04	308.35	0
20130806T090000	15.75	95	3.54	310.35	0
20130806T100000	18.12	87.9	2.58	339.15	0
20130806T110000	18.09	87.45	2.71	346.75	0
20130806T120000	18.75	86.75	2.35	17.8	0
20130806T130000	20.3	80.55	2.9	22.3	0
20130806T140000	20.11	82.2	3.71	17.56	0
20130806T150000	19.92	83.55	3.59	10.95	0
20130806T160000	20.73	78.65	3.12	12.87	0
20130806T170000	21.49	75.1	2.94	32.36	0
20130806T180000	21.84	76.55	2.67	36.89	0
20130806T190000	21.48	78.3	2.98	39.68	0
20130806T200000	20.21	82.5	3.32	25.25	0
20130806T210000	18.4	89.1	2.83	22.64	0
20130806T220000	15.93	95	2.06	169.62	0
20130806T230000	13.58	95	1.48	288.65	0
20130807T000000	12.3	95	1.73	287.95	0
20130807T010000	11.01	95	1.98	275.45	0
20130807T020000	10.73	95	1.91	284.05	0
20130807T030000	10.74	95	1.66	272.45	0
20130807T040000	11.38	95	1.75	270.3	0
20130807T050000	11.69	95	1.47	272.35	0
20130807T060000	11.68	95	1.65	270.5	0
20130807T070000	14.31	95	0.42	191.78	0
20130807T080000	16.61	95	1.27	89.65	0
20130807T090000	18.67	93.15	1.96	99.2	0
20130807T100000	20.8	82.45	2.85	77	0
20130807T110000	21.78	77.55	3.26	85.15	0
20130807T120000	22.88	71.05	3.64	91.5	0
20130807T130000	24.1	68.36	3.39	86.25	0
20130807T140000	25.12	64.12	3.47	91.8	0
20130807T150000	25.84	62.1	4.11	79.6	0
20130807T160000	26.2	62.38	4.92	63.38	0
20130807T170000	25.89	63.59	5.08	59.02	0
20130807T180000	26.46	62.75	5.11	73	0
20130807T190000	26.59	64.28	4.26	90.85	0
20130807T200000	26.01	67.63	3.94	115.35	0
20130807T210000	24.54	75.2	2.26	118.3	0
20130807T220000	22.32	83.75	2.09	112.5	0
20130807T230000	19.91	92.75	1.84	111.9	0
20130808T000000	19.93	86.95	3.31	149.2	0
20130808T010000	19.34	74.55	3.78	180.05	0
20130808T020000	17.9	73.9	3.27	174	0
20130808T030000	16.8	77.2	3.13	174.55	0
20130808T040000	15.65	80.15	1.82	125.4	0
20130808T050000	15.32	81.45	1.73	126.5	0
20130808T060000	16.59	77.55	2.12	149.05	0
20130808T070000	18.09	74.6	1	110.77	0
20130808T080000	19.79	67.88	3.33	176.65	0
20130808T090000	21.27	63.57	2.72	193.55	0
20130808T100000	22.63	61.42	3.18	192.6	0
20130808T110000	23.74	59.69	3.71	182.55	0
20130808T120000	25.2	57.44	3.87	180.1	0
20130808T130000	25.95	55.13	4.15	178.6	0
20130808T140000	27.05	53.16	4.99	191.55	0
20130808T150000	28.01	52.87	5.13	183.8	0
20130808T160000	28.88	49.04	5.66	197.4	0
20130808T170000	29.19	43.23	5.69	196.1	0
20130808T180000	29.06	41.3	5.23	199.25	0
20130808T190000	28.71	43.58	4.07	215.5	0
20130808T200000	27.76	47.53	3.15	219.35	0
20130808T210000	25.68	56.87	2.3	200.95	0
20130808T220000	22.12	70.57	2.06	186.6	0
20130808T230000	19.34	78.4	2.54	177.9	0
20130809T000000	18.67	79.85	2.63	186.05	0
20130809T010000	18.1	83.05	2.38	191.8	0
20130809T020000	18.84	81.1	3.88	204.25	0
20130809T030000	19.23	78.05	4.24	207.4	0
20130809T040000	18.55	79.45	1.21	268.8	0
20130809T050000	19.29	76.9	1.69	182.25	0
20130809T060000	20.98	70.77	2.81	215.2	0
20130809T070000	21.18	72.29	2.1	131.21	0
20130809T080000	21.5	74.95	0.88	194.75	0
20130809T090000	21.99	73.7	2.17	170.75	0
20130809T100000	24.04	65.19	1.7	179.75	0
20130809T110000	25.8	60.54	1.83	159.8	0
20130809T120000	26.93	58.87	2.88	153.7	0
20130809T130000	27.45	57.53	3.21	189.7	0
20130809T140000	28.27	53.99	3.11	202.95	0
20130809T150000	28.85	47.77	3.24	203.2	0
20130809T160000	28.15	46.87	3.56	229.65	0
20130809T170000	28.36	46.25	3.1	217.6	0
20130809T180000	27.11	47.39	3.83	209.5	0
20130809T190000	27.12	46.57	3.26	229.55	0
20130809T200000	26.63	53.42	1.59	218.4	0
20130809T210000	23.68	64.49	2.06	204.8	0
20130809T220000	20.21	74.05	1.8	191.1	0
20130809T230000	18.02	74.45	2.29	186.15	0
20130810T000000	16.62	79.2	2.72	182.6	0
20130810T010000	16.18	80.55	2.25	185.5	0
20130810T020000	15.73	81.1	1.94	179.45	0
20130810T030000	15.9	80.85	1.94	243.65	0
20130810T040000	15.98	83.3	2.8	276.25	0
20130810T050000	15.88	86.3	2.49	265.05	0
20130810T060000	15.73	93.4	2.7	251.95	0
20130810T070000	16.52	95	3.29	230.35	0
20130810T080000	18.5	91.55	3.15	224.65	0
20130810T090000	20.86	84.65	3.31	232.85	1.19
20130810T100000	22.02	78.8	3.4	246.35	0
20130810T110000	22.61	64.78	5.12	216.6	0.32
20130810T120000	23.01	61.59	4.18	243.05	0
20130810T130000	25.21	52.06	3.63	299.05	0.15
20130810T140000	26.02	47.61	4.88	300.95	0.14
20130810T150000	25.43	46.89	5.17	302.6	0.18
20130810T160000	25.16	47.77	3.63	314.75	0.13
20130810T170000	25.2	49.53	2.57	334.6	0
20130810T180000	25.16	50.18	2.85	179.31	0
20130810T190000	23.98	59.16	2.67	30.29	0
20130810T200000	22	69.5	1.81	18.03	0
20130810T210000	20.1	76.6	1.42	15.52	0
20130810T220000	18.85	79.4	2.08	9.04	0
20130810T230000	16.99	89.45	2.56	23.38	0
20130811T000000	15.86	95	1.91	47.91	0
20130811T010000	15.22	95	0.96	46.69	0
20130811T020000	13.27	95	0.97	20.05	0
20130811T030000	12.19	95	0.54	56.3	0
20130811T040000	12.23	95	0.77	72.96	0
20130811T050000	11.84	95	0.9	41.92	0
20130811T060000	11.04	95	0.74	164.85	0
20130811T070000	12.71	95	1.02	286.35	0
20130811T080000	16.85	93.35	0.72	171.9	0
20130811T090000	19.63	86.8	1.67	165.71	0
20130811T100000	20.77	82.65	1.12	328.45	0
20130811T110000	22.89	72.4	2.17	274.8	0
20130811T120000	24.05	70.75	2.8	325.8	0
20130811T130000	24.8	70.42	3.23	346.65	0
20130811T140000	24.99	65.5	5.02	345.2	0
20130811T150000	24.79	62.95	5.54	346.25	0
20130811T160000	24.89	61.89	5.62	350.3	0
20130811T170000	24.2	60.41	5.57	179.3	0
20130811T180000	23.07	64.35	4.98	178.22	0
20130811T190000	21.48	82.45	4.5	350.2	0
20130811T200000	21.46	85.95	4.98	355.1	0
20130811T210000	19.48	93.25	3.49	358.25	0
20130811T220000	17.41	95	3.36	342.5	0
20130811T230000	16.1	95	3.56	335.35	0
20130812T000000	15.48	95	3.98	331.85	0
20130812T010000	15.08	95	4.32	335.3	0
20130812T020000	14.87	95	4.72	345.6	0
20130812T030000	13.92	95	3.83	10.54	0
20130812T040000	13.31	95	3.37	16.46	0.33
20130812T050000	13.02	95	3.65	25.6	0.23
20130812T060000	13.12	95	3.5	27.95	0
20130812T070000	13.04	95	3.84	30.6	0.21
20130812T080000	12.89	95	3.98	28.55	0.3
20130812T090000	12.81	95	3.58	41.67	0.4
20130812T100000	13.1	95	2.92	28.07	0.43
20130812T110000	13.55	95	2.79	34.52	0.2
20130812T120000	13.73	95	1.96	39.44	0.17
20130812T130000	14.34	95	1.4	38.45	0.6
20130812T140000	15	95	1.22	56.2	1.62
20130812T150000	17.5	91.7	0.78	39.34	1.34
20130812T160000	20.2	83.15	1.81	75.95	1.51
20130812T170000	21.46	77.85	1.86	70.16	0.8
20130812T180000	21.32	78	2.99	42.06	0.18
20130812T190000	20.91	79	3.12	40.6	0
20130812T200000	20.06	82.4	2.58	36.24	0
20130812T210000	18.39	88.7	2	41.31	0
20130812T220000	15.83	95	1.82	193	0
20130812T230000	13.5	95	1.23	334.9	0.51
20130813T000000	11.72	95	1.67	325.45	0.14
20130813T010000	11.2	95	2.33	324.6	0
20130813T020000	10.43	95	2.19	317.45	0.32
20130813T030000	9.95	95	1.73	280.85	0
20130813T040000	10.05	95	1.91	272.3	0.14
20130813T050000	10.41	95	2.33	284.1	0
20130813T060000	11.14	95	2.51	286.9	0
20130813T070000	11.91	95	2.98	284.35	0.39
20130813T080000	12.82	95	3.41	301.15	1.06
20130813T090000	13.39	95	2.69	308.35	0.2
20130813T100000	13.76	95	2.52	302.4	0.32
20130813T110000	14.82	95	3.1	304.25	0.8
20130813T120000	15.11	95	3.62	293.35	0.22
20130813T130000	14.66	95	4.15	289.9	0
20130813T140000	14.44	95	4.48	294.2	0
20130813T150000	13.88	95	5.26	311	0
20130813T160000	14.46	95	4.15	335	0
20130813T170000	14.54	95	2.72	324.2	0
20130813T180000	15.49	93.75	3.65	318.25	0
20130813T190000	13.79	95	5.38	301.55	0
20130813T200000	12.43	95	5.33	305.75	0
20130813T210000	11.53	95	4.57	300.05	0
20130813T220000	10.84	95	4.85	306.85	0.26
20130813T230000	10.63	95	4.17	305.35	0.21
20130814T000000	10.07	95	4.15	305.7	0
20130814T010000	9.62	95	3.9	315.1	0
20130814T020000	9.2	95	4.75	324.25	0.2
20130814T030000	8.87	95	3.53	333.9	0
20130814T040000	8.98	95	3.58	343.45	0
20130814T050000	9.06	95	3.44	182.75	0
20130814T060000	9.11	95	2.85	9.67	0
20130814T070000	9.22	95	2.92	13.3	0.14
20130814T080000	8.82	95	2.98	32.9	0
20130814T090000	8.41	95	1.98	192.09	0.17
20130814T100000	8.36	95	1.75	4.46	0
20130814T110000	8.86	95	1.77	27.35	0
20130814T120000	9.46	95	2.07	44.71	0.16
20130814T130000	9.75	95	2.92	54.41	0
20130814T140000	10.22	95	2.87	61.2	0
20130814T150000	10.93	95	2.74	56.08	0.2
20130814T160000	11.02	95	3.41	61.06	0
20130814T170000	11.07	95	3.74	61.33	0.12
20130814T180000	10.94	95	3.91	68.04	0
20130814T190000	10.93	95	4.1	78.8	0
20130814T200000	10.5	95	4.27	78.3	0
20130814T210000	10.72	95	3.87	81.3	0
20130814T220000	10.09	95	4.39	89.25	0
20130814T230000	9.48	95	4.24	85.4	0
20130815T000000	9.12	95	3.4	89.8	0
20130815T010000	8.91	95	2.89	76.65	2.21
20130815T020000	8.95	95	3.85	76.85	1.95
20130815T030000	9.04	95	4.01	83.95	0.38
20130815T040000	9.29	95	3.94	82.2	1.68
20130815T050000	9.36	95	3.36	79.05	3.59
20130815T060000	9.34	95	3.23	76.3	2.36
20130815T070000	9.36	95	3.23	70.48	0.6
20130815T080000	9.5	95	3.21	61.36	0
20130815T090000	9.46	95	4.35	59.51	0
20130815T100000	9.18	95	4.42	47.9	0
20130815T110000	9.18	95	4.66	38.61	0
20130815T120000	9.07	95	4.48	45.94	0
20130815T130000	9.12	95	4.7	43.13	0
20130815T140000	9.16	95	4.44	46.27	0
20130815T150000	10.11	95	4.42	45.39	0
20130815T160000	10.43	95	4.59	36	0
20130815T170000	10.4	95	5.37	32.52	0
20130815T180000	10.11	95	5.62	29.51	0
20130815T190000	10.26	95	5.18	43.78	0
20130815T200000	10.18	95	5.12	48.71	0
20130815T210000	9.98	95	4.96	51.33	0
20130815T220000	9.57	95	4.43	48.58	0
20130815T230000	9.16	95	3.88	51.85	0
20130816T000000	8.78	95	4.62	53.87	0
20130816T010000	8.43	95	4.19	57.59	0
20130816T020000	8.2	95	4.19	58.28	0
20130816T030000	8.12	95	4.12	57.13	0
20130816T040000	8.06	95	4.21	57.76	0
20130816T050000	7.79	95	4.09	65.35	0
20130816T060000	7.11	95	4.09	96.85	0
20130816T070000	6.88	95	4.44	73.25	0
20130816T080000	6.73	95	4.2	84.05	0
20130816T090000	6.79	95	4.04	83.85	0
20130816T100000	6.51	95	4.52	95.05	0
20130816T110000	7.29	95	4.44	92.6	0
20130816T120000	8.4	95	3.92	98.45	0
20130816T130000	9.25	95	4.12	93.85	0
20130816T140000	9.56	95	3.89	90.75	0
20130816T150000	9.89	95	4.21	80.65	0
20130816T160000	9.73	95	4.59	80.3	0
20130816T170000	9.45	95	3.43	82.35	0.75
20130816T180000	9.59	95	3.23	82.8	1.95
20130816T190000	9.75	95	3.29	90.4	1.25
20130816T200000	9.88	95	2.91	81.35	1.31
20130816T210000	9.97	95	2.92	75.5	0.16
20130816T220000	9.96	95	2.54	75.25	0
20130816T230000	9.98	95	2.98	85.3	0
20130817T000000	10.05	95	2.8	94.45	0
20130817T010000	10.05	95	2.63	96.85	0
20130817T020000	10.07	95	2.27	102.75	0
20130817T030000	10.02	95	1.85	101.45	0
20130817T040000	9.88	95	1.72	84.3	0
20130817T050000	10.07	95	0.92	76.53	0
20130817T060000	10.17	95	1.13	74.1	0
20130817T070000	10.4	95	0.97	97.4	0
20130817T080000	10.79	95	1.04	109.8	0
20130817T090000	11.4	95	0.75	192.1	0
20130817T100000	12.05	95	0.83	246.1	0
20130817T110000	12.53	95	1.02	295	0
20130817T120000	12.96	95	2.46	293.55	0
20130817T130000	12.93	95	2.2	324.7	0
20130817T140000	13.43	95	2.25	320.2	0
20130817T150000	13.97	95	2.33	329.05	0
20130817T160000	14.03	95	2.04	180.94	0
20130817T170000	13.03	95	3	354.75	0
20130817T180000	12.43	95	3.46	346.3	0
20130817T190000	12.71	95	3.68	345.4	0
20130817T200000	11.41	95	3.83	344.35	0
20130817T210000	9.98	95	3.14	346.35	0
20130817T220000	9.2	95	2.63	341.15	0
20130817T230000	8.36	95	2.38	340.3	0
20130818T000000	7.54	95	2.13	348.75	0
20130818T010000	6.62	95	2.62	335.85	0
20130818T020000	5.15	95	2.07	297.85	0
20130818T030000	5.04	95	2.04	304.9	0
20130818T040000	4.89	95	1.96	310.15	0
20130818T050000	4.84	95	2.1	306.2	0
20130818T060000	5.07	95	1.97	306.7	0
20130818T070000	5.46	95	2.25	309.1	0
20130818T080000	6.52	95	1.9	326.5	0
20130818T090000	7.62	95	2.46	349	0
20130818T100000	8.56	95	2.84	348.2	0
20130818T110000	9.04	95	3.38	348.95	0
20130818T120000	9.21	95	4.04	348.4	0
20130818T130000	9.6	95	4.06	355.25	0
20130818T140000	9.68	95	4.4	349.75	0
20130818T150000	9.32	95	4.37	345.5	0
20130818T160000	9.76	95	4.12	180.84	0
20130818T170000	9.89	95	4.15	2.41	0
20130818T180000	9.79	95	4.28	179.88	0
20130818T190000	9.44	95	4.08	178.28	0
20130818T200000	8.91	95	4.17	352.15	0.16
20130818T210000	8.79	95	3.58	182.16	0
20130818T220000	8.74	95	3.78	25.76	0.99
20130818T230000	8.43	95	4.36	23.23	1.64
20130819T000000	7.96	95	3.54	5.66	0.16
20130819T010000	7.61	95	4	16.05	0
20130819T020000	7.43	95	3.82	15.13	0
20130819T030000	7.26	95	3.36	18.54	0
20130819T040000	6.96	95	3.72	7.42	0
20130819T050000	6.67	95	3.04	181.07	0
20130819T060000	6.44	95	3.08	8.28	0
20130819T070000	6.28	95	2.94	8.85	0
20130819T080000	6.36	95	3.19	358.8	0
20130819T090000	6.89	95	3.46	179.65	0
20130819T100000	7.33	95	3.66	185.12	0
20130819T110000	7.88	94.9	3.39	22.81	0
20130819T120000	8.48	92.35	3.42	24.78	0
20130819T130000	9.34	88.5	3.12	22.46	0
20130819T140000	9.92	83.75	3.25	30.09	0
20130819T150000	9.87	82.3	3.33	35.4	0
20130819T160000	10.2	81.3	3.59	48.59	0
20130819T170000	9.73	84.5	3.76	45.39	0
20130819T180000	8.96	87	4.76	48.48	0.65
20130819T190000	8.34	89.45	4.36	45.54	0.93
20130819T200000	7.56	93.85	4.07	38.2	0
20130819T210000	6.69	95	4.31	29.49	0.32
20130819T220000	5.92	95	4.08	24.14	0.31
20130819T230000	5.69	95	3.86	46.55	0
20130820T000000	5.68	95	3.88	62.28	0
20130820T010000	5.4	95	3.28	73.05	0
20130820T020000	4.82	95	3.21	87.5	0
20130820T030000	4.35	95	3.35	82.95	0.22
20130820T040000	3.96	95	3.42	90	0.65
20130820T050000	3.77	95	3.28	89.45	0
20130820T060000	3.68	95	3.15	88.15	0
20130820T070000	3.62	95	3.13	93.8	0
20130820T080000	3.59	95	3.31	85.1	0
20130820T090000	3.93	95	3.47	85.3	0
20130820T100000	4.47	95	3.96	80.75	0
20130820T110000	4.69	95	3.94	82.4	0
20130820T120000	5.06	95	4.25	71	0
20130820T130000	5.29	95	4.29	64.36	0.6
20130820T140000	5.5	95	4	63.25	0.45
20130820T150000	5.8	95	4.16	54.53	0.2
20130820T160000	5.73	95	4.54	47.3	0
20130820T170000	4.48	95	5.53	23.79	0
20130820T180000	3.54	95	5.84	17.04	0.44
20130820T190000	1.87	95	5.62	7.21	0.93
20130820T200000	0.39	95	5.61	3.46	0.65
20130820T210000	-0.12	95	5.47	15.23	0.85
20130820T220000	-0.16	95	4.38	20.8	0.48
20130820T230000	-0.2	95	4.51	8.89	0
20130821T000000	-0.4	95	3.62	181.26	0
20130821T010000	-0.13	95	2.29	342.6	0
20130821T020000	0	95	2.03	330.65	0
20130821T030000	0.06	95	2.25	306.1	0
20130821T040000	-0.06	95	2.82	306.55	0
20130821T050000	-0.28	95	2.29	298.75	0
20130821T060000	-0.37	95	1.93	282.8	0
20130821T070000	0.24	95	2.24	274.6	0
20130821T080000	0.9	95	2.36	274.85	0
20130821T090000	1.53	95	2.35	274.5	0
20130821T100000	2.72	95	2.78	288.3	0.27
20130821T110000	3.52	95	2.8	277.05	0
20130821T120000	4.43	95	3.65	281.55	0
20130821T130000	5.62	94.6	3.54	273.55	0.13
20130821T140000	5.72	95	3.96	272.95	0
20130821T150000	5.28	95	3.37	300.4	0
20130821T160000	5.79	95	5.14	321.9	0.82
20130821T170000	5.47	95	4.59	316.1	0
20130821T180000	5.75	94.8	5.31	309.7	0
20130821T190000	6.21	92.05	4.43	309.35	0
20130821T200000	5.3	91.1	3.53	303.85	0
20130821T210000	3.59	95	2.1	281.5	0
20130821T220000	2.79	95	2.16	266.1	0.29
20130821T230000	2.04	95	2.33	263	0.25
20130822T000000	0.72	95	2.17	257.7	0.33
20130822T010000	0.55	95	2.06	262.15	0
20130822T020000	0.56	95	1.71	263.4	0
20130822T030000	1.39	95	1.99	257.65	0
20130822T040000	1.96	95	2.76	239.15	0
20130822T050000	2.04	95	3.01	221.85	0
20130822T060000	2.42	95	3.21	248.15	0
20130822T070000	3.17	95	3.88	266.25	0
20130822T080000	4.02	95	3.41	258.75	0
20130822T090000	4.69	95	4.74	281.5	0
20130822T100000	5.03	95	5.78	291.6	0
20130822T110000	4.96	93.55	6.14	297.05	0
20130822T120000	5.22	91.35	6.38	293.65	0
20130822T130000	4.74	92.95	6.91	301.15	0.92
20130822T140000	3.45	95	6.94	298.1	0.98
20130822T150000	3.57	95	7.47	287.25	0
20130822T160000	4	95	8.3	295.6	0.45
20130822T170000	3.89	95	6.95	312.35	0
20130822T180000	3.06	95	6.38	315.75	0
20130822T190000	3.02	95	4.7	328	0
20130822T200000	2.65	95	4.66	343.75	0
20130822T210000	1.69	95	4.08	343.3	0
20130822T220000	0.71	95	3.2	335.2	0
20130822T230000	-0.33	95	2.55	343	0
20130823T000000	-1.25	95	2.02	352.55	0
20130823T010000	-2.75	95	2.01	314.3	0
20130823T020000	-3.84	95	2.42	258.75	0
20130823T030000	-4.05	95	1.67	269.5	0
20130823T040000	-4.51	95	1.34	284.45	0
20130823T050000	-4.06	95	1.67	314.35	0
20130823T060000	-3.45	95	1.33	297.5	0
20130823T070000	-1.73	95	1.49	279.85	0
20130823T080000	-0.17	95	1.39	336.55	0
20130823T090000	0.76	95	2.54	186.63	0
20130823T100000	1.45	95	2.84	88.55	0
20130823T110000	1.79	95	2.87	90.1	0
20130823T120000	2.34	91.3	3.29	86.15	0
20130823T130000	2.6	87.65	2.63	78.45	0
20130823T140000	3.25	83.15	3.02	72.41	0
20130823T150000	3.76	79	3.01	51.63	0
20130823T160000	3.92	73.55	2.37	39.73	0
20130823T170000	4.48	69.81	3.4	36.36	0
20130823T180000	4.77	66.75	2.88	41.98	0
20130823T190000	3.9	73.2	3.42	57.61	0
20130823T200000	2.74	77.15	2.71	50.39	0
20130823T210000	2.17	84.8	3.8	58.13	0
20130823T220000	0.79	93.25	3.78	65.39	0
20130823T230000	-0.05	95	3.1	82.75	0
20130824T000000	-0.76	95	3	90.3	0
20130824T010000	-0.48	95	3.33	92.9	0
20130824T020000	-0.62	95	3.16	95.25	0
20130824T030000	-0.99	95	3.29	101.1	0
20130824T040000	-1.26	95	2.87	99.55	0
20130824T050000	-1.41	95	2.87	96.05	0
20130824T060000	-1.62	95	2.5	111.55	0
20130824T070000	-1.61	94.85	2.15	110.45	0
20130824T080000	-1.22	92.9	2.88	113.05	0
20130824T090000	-0.82	91.4	2.66	112.2	0
20130824T100000	-0.05	87	1.73	115.2	0
20130824T110000	1.19	79.4	1.84	36.53	0
20130824T120000	1.51	77.85	2.47	35.39	0
20130824T130000	2.28	71.35	1.44	50.45	0
20130824T140000	2.75	71.25	1.91	356.95	0
20130824T150000	2.79	72.9	2.18	179.44	0
20130824T160000	3.08	71.05	2.01	26.13	0
20130824T170000	3.56	69.07	1.8	23	0
20130824T180000	3.2	71.45	1.92	32.79	0
20130824T190000	3.17	70.6	1.22	19.57	0
20130824T200000	2.88	73.45	1.41	50.98	0
20130824T210000	2.15	82.5	1.65	122.1	0
20130824T220000	1.33	88.55	1.19	124.3	0
20130824T230000	0.64	91	1.35	150.05	0
20130825T000000	0.24	91.5	1.77	185.1	0
20130825T010000	0.48	88.05	1.58	200.25	0
20130825T020000	0.69	87.95	1.32	214.25	0
20130825T030000	-0.38	94.65	1.9	245.65	0
20130825T040000	-0.66	91.7	1.9	260.9	0
20130825T050000	-1.29	95	2.23	269.05	0
20130825T060000	-1.57	93.75	2.38	261.6	0
20130825T070000	-0.81	95	2.29	251	0
20130825T080000	0.69	95	2.23	228.95	0
20130825T090000	1.77	92.9	2.88	242.2	0
20130825T100000	2.72	89.4	3.52	237.5	0
20130825T110000	4	82.35	3.27	215.55	0
20130825T120000	5.38	69.99	3.58	226.8	0
20130825T130000	6.42	62.41	3.59	224.1	0
20130825T140000	6.94	60.58	3.42	230.85	0
20130825T150000	7.09	61.37	3.04	249.6	0
20130825T160000	7.33	60.06	2.94	270.7	0
20130825T170000	6.89	62.09	2.5	290.2	0
20130825T180000	6.6	71.66	1.52	169.31	0
20130825T190000	6.2	80.65	2.54	13.73	0
20130825T200000	5.35	87.5	2.44	4.07	0
20130825T210000	4.34	92.15	1.58	179.31	0
20130825T220000	3.59	94.4	1.48	350.8	0
20130825T230000	2.25	95	1.52	312.9	0
20130826T000000	2.63	95	2.27	329.35	0
20130826T010000	2.39	95	2.24	333.9	0
20130826T020000	1.95	95	1.88	322.6	0
20130826T030000	1.78	95	2.09	320.05	0
20130826T040000	1.31	95	1.98	334.7	0
20130826T050000	0.66	95	1.85	331.5	0
20130826T060000	0.58	95	1.68	315.45	0
20130826T070000	0.7	95	1.57	302.95	0
20130826T080000	0.86	95	1.5	294.7	0
20130826T090000	1.56	95	1.05	280.95	0
20130826T100000	2.38	95	1.42	318.8	0
20130826T110000	3.2	92.65	1.04	334.3	0
20130826T120000	4.01	87.65	1.11	341.9	0
20130826T130000	4.66	82.05	1.33	339.35	0
20130826T140000	5.16	81.3	1.73	344.3	0
20130826T150000	6.34	75.7	1.44	8.65	0
20130826T160000	6.62	73.8	1.17	205.41	0
20130826T170000	7.82	67.54	1.49	41.2	0
20130826T180000	7.61	66.94	1.57	68.32	0
20130826T190000	6.74	70.84	1	100.99	0
20130826T200000	5.82	81.15	1.89	268.4	0
20130826T210000	5.05	94.1	1.44	305.65	0
20130826T220000	3.12	95	0.58	249.4	0
20130826T230000	-0.09	95	1.77	262.45	0
20130827T000000	-1.1	95	2.03	261.35	0
20130827T010000	-0.89	95	2.38	255.65	0
20130827T020000	-0.47	95	2.3	258.75	0
20130827T030000	1.25	95	2.52	246.35	0
20130827T040000	1.74	95	2.69	247.2	0
20130827T050000	1.07	95	1.88	252.9	0
20130827T060000	0.19	95	0.71	241.9	0
20130827T070000	0.92	95	4.02	212.5	0
20130827T080000	2.6	94.9	4.14	206	0
20130827T090000	4.26	89.9	4.72	201.75	0
20130827T100000	6.1	80.3	4.67	193.35	0
20130827T110000	8.15	69.58	4.12	198.95	0
20130827T120000	9.27	61.8	5.02	192.45	0
20130827T130000	9.84	53.76	5.57	190.6	0.71
20130827T140000	9.75	54.31	4.94	198.35	0.28
20130827T150000	10.32	51.61	5.63	187.7	0
20130827T160000	10.57	52.19	5.49	198.55	0.33
20130827T170000	10.59	51.7	5.47	196.75	0.48
20130827T180000	10.45	51.37	5.3	194.25	0
20130827T190000	10.17	51.45	4.73	194.65	0.28
20130827T200000	9.43	55.59	4.2	168.75	0.16
20130827T210000	6.68	68.05	3.02	155	0
20130827T220000	4.75	75.7	3.25	165.75	0.6
20130827T230000	4.31	76.2	4.04	161.65	0.13
20130828T000000	3.99	75.05	4.04	167.95	0
20130828T010000	2.46	80.65	3.75	182.4	0
20130828T020000	2.02	86	3.39	178.95	0
20130828T030000	1.66	90	3.04	192.5	0
20130828T040000	2.25	87.85	3.77	178.35	0
20130828T050000	2.6	86.3	3.64	171.55	0
20130828T060000	2.31	87.75	4.09	163.85	0
20130828T070000	3.13	84.3	3.89	156	0
20130828T080000	4.88	78.6	4.88	162.3	0
20130828T090000	6.79	76.25	4.77	179.1	0
20130828T100000	8.53	74.05	5.72	168.35	0
20130828T110000	10.1	67.69	6.75	164.3	0
20130828T120000	11.38	61.4	6.71	163.2	0
20130828T130000	12.82	57.28	6.4	156.45	0
20130828T140000	13.88	53.98	6.48	166.45	0
20130828T150000	14.65	50.27	5.97	175.4	0
20130828T160000	15.23	48.63	6.07	177.3	0
20130828T170000	15.23	50.44	5.56	171.4	0.24
20130828T180000	15.55	50.89	5.84	169.5	0.26
20130828T190000	15.18	52.95	4.4	174.3	0.25
20130828T200000	14.34	57.18	3.17	179.05	0
20130828T210000	10.61	68.56	1.86	242.8	0
20130828T220000	8.02	79.3	1.63	195.9	0.39
20130828T230000	8.06	81.2	2.13	188.85	0
20130829T000000	7	85.1	1.73	192.2	0.11
20130829T010000	8.02	82.95	2.34	198.7	0
20130829T020000	8.41	84.35	3.79	226.85	0
20130829T030000	8.5	86.3	3.09	261.9	0
20130829T040000	7.58	90.65	2.46	253.9	0
20130829T050000	6	95	2.55	256.55	0
20130829T060000	5.27	95	2.08	250.25	0
20130829T070000	5.48	95	1.24	242.85	0
20130829T080000	8.12	91.85	1.54	247.7	0
20130829T090000	9.73	87.1	1.86	238.8	0
20130829T100000	11.38	81.8	1.96	217.95	0
20130829T110000	12.84	75.55	1.35	225.2	0
20130829T120000	14.64	63.84	0.74	252.35	0.24
20130829T130000	15.05	62.64	1.09	183.3	0
20130829T140000	15.48	62.47	1.15	152.94	0
20130829T150000	14.96	64.73	1.88	86.25	0
20130829T160000	14.41	67.19	3.05	35.17	0
20130829T170000	13.87	70.75	2.83	25.59	0
20130829T180000	13.63	74	1.63	17.26	0
20130829T190000	12	87.7	0.74	108.35	0
20130829T200000	10.9	95	0.84	225.35	0
