datetime	t	rh	u	vw_dir	p
20120924T230000	4.12	95	4.21	292.25	0
20120925T000000	3.63	95	4.39	279.25	0
20120925T010000	3.58	95	4.21	280.2	0
20120925T020000	3.41	95	3.25	271.3	0
20120925T030000	2.12	95	2.77	265.75	0
20120925T040000	1.15	95	1.98	253.8	0
20120925T050000	0.58	95	1.8	242.1	0
20120925T060000	1.39	95	2.67	243.2	0
20120925T070000	2.35	95	3.6	235.4	0.31
20120925T080000	2.48	95	3.64	242.65	0
20120925T090000	2.89	95	1.89	206.1	0
20120925T100000	2.94	95	2.83	196.25	0
20120925T110000	3.34	95	2.69	182.45	0
20120925T120000	3.82	95	2.67	163.35	0
20120925T130000	4.85	95	3.09	165	0
20120925T140000	7.54	92.85	2.7	160.25	0.31
20120925T150000	9.32	81.4	3.01	176.3	0
20120925T160000	9.73	81.25	1.75	196.45	0
20120925T170000	9.6	82.95	0.95	101.18	0
20120925T180000	7.21	94	2.12	350.1	0.35
20120925T190000	4.99	95	3.12	342.75	0
20120925T200000	3.42	95	3.37	321.25	0
20120925T210000	2.22	95	2.95	325.05	0.69
20120925T220000	1.32	95	2.96	313.65	0.31
20120925T230000	1.46	95	3.17	320.15	0
20120926T000000	1.52	95	2.78	333	0
20120926T010000	1.3	95	2.86	334	0.31
20120926T020000	1.83	95	3.12	336.7	0
20120926T030000	2.6	95	3.22	179.39	0
20120926T040000	3.44	95	4.05	22.96	0
20120926T050000	3.36	95	4.29	25.68	0
20120926T060000	3.54	95	4.62	27.18	0
20120926T070000	3.2	95	4.83	27.84	0
20120926T080000	2.95	95	4.26	25.88	0
20120926T090000	3.03	95	4.54	21.77	0
20120926T100000	3.26	95	4.95	16.79	0
20120926T110000	3.84	95	4.98	26.17	0
20120926T120000	4.38	95	5.16	22.86	0
20120926T130000	4.65	95	5.17	19.31	0
20120926T140000	4.96	95	4.97	29.19	0
20120926T150000	5.37	95	5.36	39.05	0
20120926T160000	5.82	95	5.25	41.75	0
20120926T170000	5.71	95	5.09	48.08	0
20120926T180000	5.41	95	4.21	51.5	0
20120926T190000	5.31	95	4.42	61.61	0
20120926T200000	4.95	95	4.83	70.92	0
20120926T210000	4.33	95	4	79.55	0
20120926T220000	3.97	95	2.57	81.4	0
20120926T230000	3.8	95	1.62	85.35	0
20120927T000000	3.87	95	2.22	91.45	0
20120927T010000	3.92	95	2.57	101.7	0
20120927T020000	3.95	95	2.32	116.65	0
20120927T030000	3.83	95	1.89	140.55	0
20120927T040000	3.06	95	2.38	160	0
20120927T050000	2.87	95	2.89	153.25	0
20120927T060000	2.45	95	2.9	141.7	0
20120927T070000	2.69	95	2.29	136.15	0
20120927T080000	3	95	2.39	115.4	0
20120927T090000	3.46	95	3.5	111.45	0
20120927T100000	3.42	95	4.22	94.3	0
20120927T110000	3.54	95	3.74	83.2	0
20120927T120000	3.96	95	4.5	75.85	0
20120927T130000	4.63	95	3.22	46.79	0
20120927T140000	5.11	95	4.71	58.21	0
20120927T150000	5.17	95	5.05	52.22	0
20120927T160000	5.45	95	4.43	59.98	0
20120927T170000	5.44	95	3.9	54.22	0
20120927T180000	5.42	95	2.67	57.01	0
20120927T190000	5.18	95	1.97	24.53	0
20120927T200000	4.91	95	2.25	341	0
20120927T210000	4.53	95	2.82	320.8	0
20120927T220000	4.59	95	3.12	320.2	0
20120927T230000	4.68	95	3.2	302	0
20120928T000000	4.71	95	3.97	305.3	0
20120928T010000	4.62	95	4.5	307.75	0
20120928T020000	4.56	95	4.88	309.35	0
20120928T030000	4.08	95	5.48	293.4	0
20120928T040000	3.62	95	5.61	290.1	0
20120928T050000	3.49	95	5.21	291.8	0
20120928T060000	3.34	95	4.5	287.8	0
20120928T070000	3.31	95	4.1	281.85	0
20120928T080000	3.29	95	4.11	281.9	0.11
20120928T090000	3.29	95	4.78	283.4	0
20120928T100000	3.33	95	4.88	280.6	0
20120928T110000	3.22	95	5.73	285.7	0
20120928T120000	3.69	95	5.78	286.5	0
20120928T130000	3.88	95	6.22	284.8	0
20120928T140000	4.22	95	5.9	286.85	0
20120928T150000	4.33	95	5.46	288.15	0
20120928T160000	4.21	95	4.91	288.25	0
20120928T170000	3.91	95	4.49	290.4	0
20120928T180000	3.42	95	3.44	283.3	0.12
20120928T190000	2.29	95	3.24	273.75	0
20120928T200000	1.09	95	2.75	267.15	0
20120928T210000	1.06	95	2.07	254.45	0
20120928T220000	1.58	95	2.71	266.8	0
20120928T230000	1.48	95	3.44	288.3	0
20120929T000000	1.42	95	2.96	289.55	0
20120929T010000	1.48	95	2.32	324.75	0
20120929T020000	1.65	95	1.48	321.15	0
20120929T030000	1.82	95	0.91	180.75	0
20120929T040000	1.67	95	1.57	339.1	0
20120929T050000	1.52	95	1.44	329.5	0
20120929T060000	1.48	95	0.6	325.65	0
20120929T070000	1.73	95	0.66	123.2	0
20120929T080000	1.35	95	0.15	146.7	0
20120929T090000	1.37	95	0.37	272.15	0
20120929T100000	2.58	95	1.18	120.6	0
20120929T110000	2.85	95	2	128	0
20120929T120000	2.83	95	2.16	118.45	0
20120929T130000	3.58	95	3.04	109.3	0
20120929T140000	4.04	94.95	2.37	133.25	0
20120929T150000	4.25	92.5	2.14	109.35	0
20120929T160000	4.3	92.35	2	102.25	0
20120929T170000	4.06	94.85	2.45	78.2	0
20120929T180000	3.43	95	2.29	75.05	0
20120929T190000	2.89	95	3.35	81.35	0
20120929T200000	2.59	95	3.12	70.09	0
20120929T210000	2.54	95	2.44	78.7	0
20120929T220000	2.54	95	1.46	81.3	0
20120929T230000	2.52	95	1.33	58.78	0
20120930T000000	2.5	95	1.29	51.16	0
20120930T010000	2.46	95	1.27	49.59	0
20120930T020000	2.29	95	1.79	39.55	0
20120930T030000	2.32	95	1.89	25.99	0
20120930T040000	1.74	95	2.38	181.84	0
20120930T050000	1.41	95	2.54	349.65	0
20120930T060000	1.64	95	2.82	354.1	0
20120930T070000	1.58	95	2.54	356.95	0
20120930T080000	1.46	95	2.58	347.25	0
20120930T090000	0.84	95	2.35	339.55	0
20120930T100000	1.31	95	2.92	181.58	0
20120930T110000	1.79	95	3.38	12.2	0
20120930T120000	2.22	95	3.28	18.84	0
20120930T130000	2.77	95	3.02	22.81	0
20120930T140000	3.21	95	3.46	15.41	0
20120930T150000	3.41	95	2.94	25.7	0
20120930T160000	3.25	95	2.53	34.39	0
20120930T170000	2.94	95	3.46	36.46	0
20120930T180000	2.43	95	3.29	33.13	0
20120930T190000	1.99	95	2.77	23.66	0
20120930T200000	1.38	95	1.97	191.08	0
20120930T210000	1.1	95	2.28	1.85	0
20120930T220000	0.33	95	1.97	343.85	0
20120930T230000	0.08	95	2.08	336	0
20121001T000000	-1.22	95	2.27	327.8	0
20121001T010000	-1.5	95	2.34	315.55	0
20121001T020000	-0.24	95	2.1	311.65	0
20121001T030000	0.12	95	1.92	320.2	0
20121001T040000	0.39	95	2.56	177.81	0
20121001T050000	0.12	95	2.15	345.65	0
20121001T060000	-0.81	95	2.66	339.6	0
20121001T070000	0.15	95	2.67	178.14	0
20121001T080000	0.48	95	2.73	16.4	0
20121001T090000	0.64	95	2.85	187.02	0
20121001T100000	0.52	95	3.76	56.09	0
20121001T110000	0.66	95	3.54	76.52	0
20121001T120000	0.85	95	2.32	83.3	0
20121001T130000	1.17	95	1.39	100.55	0
20121001T140000	1.56	94.15	2.45	87.65	0
20121001T150000	1.98	89.4	2.33	83.15	0
20121001T160000	2.02	90.55	2.12	66.55	0.2
20121001T170000	1.92	89.45	1.92	60.57	0
20121001T180000	1.6	86.5	1.31	65.89	0
20121001T190000	0.92	90.7	0.71	111.77	0
20121001T200000	0.59	93.7	1.03	136.95	0
20121001T210000	-0.06	95	1.08	133.6	0
20121001T220000	-0.22	95	0.85	149.85	0
20121001T230000	-0.32	95	0.52	162.8	0
20121002T000000	-0.41	95	0.29	163.1	0
20121002T010000	-0.27	95	0.69	75.11	0
20121002T020000	-0.14	95	0.97	166.85	0
20121002T030000	0.02	95	1.33	176.25	0
20121002T040000	0.48	95	1.28	269.95	0
20121002T050000	0.93	95	3.6	198.6	0
20121002T060000	0.93	95	3.6	189.9	0
20121002T070000	-0.19	95	3.51	182.25	0
20121002T080000	-0.59	95	4.37	186.6	0
20121002T090000	-0.3	95	4.9	190	0
20121002T100000	0.89	95	5.47	192.3	0
20121002T110000	1.77	95	6.07	199.1	0
20121002T120000	3.27	92.35	5.97	197.8	0
20121002T130000	3.83	88.35	4.46	194.65	0
20121002T140000	5.8	78.2	4.8	210.15	0
20121002T150000	6.33	73.05	5.71	217.25	0
20121002T160000	6.09	74.95	5.29	211.3	0
20121002T170000	6.1	74.05	4.31	213.75	0
20121002T180000	5.08	77.75	3.25	206.35	0
20121002T190000	2.75	91	3.23	191.55	0
20121002T200000	1.62	94.7	3.17	197.8	0
20121002T210000	1.81	90.45	3.26	206.05	0
20121002T220000	1.5	88.95	2.62	233.5	0
20121002T230000	1.18	89.3	2.02	290.35	0
20121003T000000	1.87	80.8	3.15	242.75	0
20121003T010000	1.9	77.45	3.79	235.45	0
20121003T020000	2.28	74.05	5.06	227.05	0
20121003T030000	2.61	72.45	3.67	240	0
20121003T040000	2.17	74.8	2.65	286.6	0
20121003T050000	2.08	75.95	2.76	264.8	0
20121003T060000	1.35	79.5	3.33	247.5	0
20121003T070000	0.77	82.5	3.6	241.65	0
20121003T080000	0.23	85.25	3.79	238.7	0
20121003T090000	0.64	84	3.58	241.9	0
20121003T100000	2.27	77.15	3.68	244.15	0
20121003T110000	3.38	72.7	3.38	238.55	0
20121003T120000	5.92	64.92	2.7	227.2	0
20121003T130000	7.74	59.26	3.04	247.7	0
20121003T140000	8.07	59.19	3.14	234.7	0
20121003T150000	8.53	56.4	3.71	212	0
20121003T160000	8.34	57.67	4.28	199.8	0
20121003T170000	8.75	56.57	4	203.05	0
20121003T180000	7.5	60.29	3.19	228.1	0
20121003T190000	5.83	66.17	1.74	241.5	0
20121003T200000	3.62	79.8	3.22	216.9	0
20121003T210000	2.94	80.55	2.5	243.1	0
20121003T220000	3.12	80.3	2.62	261.05	0
20121003T230000	2.89	82.95	3.38	252	0
20121004T000000	2.21	86.35	2.69	255.25	0
20121004T010000	1.42	89.3	2.06	251.05	0
20121004T020000	1.08	90.85	2.28	245.35	0
20121004T030000	1.81	87.6	2.44	236.4	0
20121004T040000	1.08	91.45	3.36	226.3	0
20121004T050000	1.94	88.25	3.08	238.75	0
20121004T060000	2.25	86.5	2.5	279.3	0
20121004T070000	1.61	87.9	2.61	279.05	0
20121004T080000	1.75	87.6	2.93	242.5	0
20121004T090000	2.69	82.6	5.55	207.9	0
20121004T100000	3.34	78.7	4.48	213.55	0
20121004T110000	4.36	74.6	2.33	272.6	0
20121004T120000	4.33	76.35	3.83	220.55	0
20121004T130000	5.48	72.85	3.51	237.75	0
20121004T140000	7.25	65.27	3.06	261.35	0
20121004T150000	7.39	65.62	2.31	252.3	0
20121004T160000	7.43	64.72	2.54	265	0
20121004T170000	4.36	77	2.22	264.2	0
20121004T180000	3.13	84.65	2.72	254.55	0
20121004T190000	2.71	88.5	2.59	249.9	0
20121004T200000	2.92	90.1	2.08	256.15	0.91
20121004T210000	3.31	87.2	2.9	263.9	0.69
20121004T220000	2.7	89.85	2.45	269.9	0
20121004T230000	2.46	90.95	2.61	266.45	0
20121005T000000	0.88	95	1.97	258.05	1.75
20121005T010000	1.81	94.55	1.88	269.85	0
20121005T020000	1.52	95	0.81	136.54	0
20121005T030000	1.52	95	1.29	271.9	0.94
20121005T040000	1.67	95	1.08	260.45	0
20121005T050000	1.69	95	1.21	166.23	0
20121005T060000	0.9	95	0.91	9.08	0
20121005T070000	0.88	95	1.08	270.55	0
20121005T080000	0.3	95	0.65	264.65	0
20121005T090000	0.47	95	0.21	276.05	0
20121005T100000	3.31	94.9	0.37	126.15	0
20121005T110000	4.77	88.35	1.3	141.6	0
20121005T120000	6.39	79.7	1.41	127.25	0
20121005T130000	8.43	64.85	1.57	171.05	0
20121005T140000	9.02	59.41	2.67	154.15	0
20121005T150000	9.07	58.92	2.54	154.75	0
20121005T160000	8.43	64.65	1.87	170.65	0
20121005T170000	7.6	70.94	2.43	185.7	0
20121005T180000	6.92	75.15	3.15	200.5	0
20121005T190000	7.04	76.95	5.04	212	0
20121005T200000	6.82	80.4	4.26	221.55	0
20121005T210000	7.07	80.75	3.72	247.75	0
20121005T220000	6.1	85	3.41	260.15	0
20121005T230000	4.55	90.3	3.17	267.3	0
20121006T000000	4.31	93.05	4.3	272.15	0
20121006T010000	4.45	93.75	3.85	261	0
20121006T020000	5.29	89.5	4.69	284.2	0
20121006T030000	5.17	85.65	3.49	271.4	0
20121006T040000	4.95	84.4	4.67	280.85	0
20121006T050000	4.41	84.65	3.71	286.15	0
20121006T060000	4.05	85.7	4.86	282.9	0
20121006T070000	4.51	83.3	5.26	280.55	0
20121006T080000	4.36	83.6	4.07	262.15	0
20121006T090000	3.64	87.9	3.43	263.9	0
20121006T100000	3.76	87.45	2.42	267.35	0
20121006T110000	4.37	86.15	2.04	273.85	0
20121006T120000	5.78	79.4	3.04	294.7	0
20121006T130000	6.8	72	3.85	300.15	0
20121006T140000	7.33	71.86	5.47	298.55	0
20121006T150000	6.55	71.95	4.86	286.35	0
20121006T160000	6.76	70.53	4.27	285.4	0
20121006T170000	6.38	73.05	3.7	293.05	0
20121006T180000	3.86	82.75	2.29	291.35	0
20121006T190000	1.9	91.4	2.1	261.4	0
20121006T200000	0.1	95	2.45	260.15	0
20121006T210000	0.6	95	1.69	257.75	0
20121006T220000	0.2	95	2.16	278.9	0
20121006T230000	0.07	95	1.24	260.95	0
20121007T000000	-0.69	95	2.41	264.7	0
20121007T010000	-0.43	95	2.78	262.15	0
20121007T020000	0.6	95	3	268.65	0
20121007T030000	-0.23	95	2.29	249.1	0
20121007T040000	-0.21	95	2.46	259.8	0
20121007T050000	-0.39	95	2.66	266	0
20121007T060000	0.12	95	2.26	264.1	0
20121007T070000	0.85	95	2.62	253.2	0
20121007T080000	1.44	95	3.17	261.05	0
20121007T090000	2.17	95	4.04	272.35	0
20121007T100000	2.64	95	3.98	272.3	0
20121007T110000	3.09	95	3.55	286.05	0
20121007T120000	3.54	95	3.92	297.2	0
20121007T130000	4.54	95	4.92	307.55	0
20121007T140000	4.78	93.6	4.9	313.35	0
20121007T150000	5.07	91.95	3.66	313.4	0
20121007T160000	4.8	90.1	2.7	297.7	0
20121007T170000	4.92	89.25	2.33	314.7	0
20121007T180000	2.55	93.8	2.46	294.25	0
20121007T190000	1.83	95	2.09	257.05	0
20121007T200000	0.91	95	2.23	257.15	0
20121007T210000	-0.28	95	2.58	257.85	0
20121007T220000	-0.11	95	2.68	263.8	0
20121007T230000	-0.15	95	2.65	262.45	0
20121008T000000	0.53	95	2.48	263.65	0
20121008T010000	1.09	95	2.05	266.1	0
20121008T020000	1.52	95	2.24	265.35	0
20121008T030000	1.48	95	2.29	259.2	0
20121008T040000	0.81	95	2.67	262.1	0
20121008T050000	-0.12	95	2.88	265.15	0
20121008T060000	0.14	95	3.7	272.6	0
20121008T070000	-0.51	95	3.78	288.4	0
20121008T080000	-0.29	95	3.79	287	0
20121008T090000	0.89	95	3.58	285.7	0
20121008T100000	1.52	95	3.64	286.05	0
20121008T110000	1.94	95	4.82	302.35	0
20121008T120000	1.9	95	5.58	300.1	0
20121008T130000	2.51	95	5.6	308.95	0
20121008T140000	2.6	94.95	5.33	321.45	0
20121008T150000	1.9	95	4.58	313.95	0
20121008T160000	1.64	95	4.2	303.5	0
20121008T170000	0.72	95	4.14	320.75	0
20121008T180000	0.29	95	4.51	330.9	0
20121008T190000	-0.44	95	4.07	327.35	0
20121008T200000	-0.93	95	3.79	334.85	0
20121008T210000	-1.12	95	3.97	333.5	0
20121008T220000	-1.56	95	3.28	324.9	0
20121008T230000	-1.94	95	3.95	328.5	0
20121009T000000	-2.38	95	4.04	321.7	0
20121009T010000	-2.58	95	3.4	317.6	0
20121009T020000	-2.63	95	3.75	316.85	0
20121009T030000	-2.51	95	4.17	318.45	0
20121009T040000	-2.6	95	3.25	311.95	0
20121009T050000	-3.4	95	3.07	294.9	0
20121009T060000	-4.07	95	3.22	291.55	0
20121009T070000	-3.51	95	3.55	289.55	0
20121009T080000	-3.86	95	3.54	283.4	0
20121009T090000	-2.98	95	4.17	278.75	0
20121009T100000	-2.65	95	4.13	292.2	0
20121009T110000	-2.07	95	4	290.65	0
20121009T120000	-0.84	94	5.81	299.05	0
20121009T130000	-0.41	95	6.54	298.05	0
20121009T140000	-0.86	95	6.48	282.45	0
20121009T150000	-0.6	95	8.52	283.5	0
20121009T160000	-0.94	95	7.65	291.6	0
20121009T170000	-1.06	95	5.89	297.75	0
20121009T180000	-1.42	95	5.07	301.6	0
20121009T190000	-1.63	95	5.43	294.8	0
20121009T200000	-0.76	95	7.94	299.6	0
20121009T210000	-0.97	95	7.29	291.3	0
20121009T220000	-0.85	95	7.22	286.1	0
20121009T230000	-0.78	95	7.17	290.35	0
20121010T000000	-0.79	95	7.92	296	0
20121010T010000	-0.66	95	8.21	292.65	0
20121010T020000	-0.69	95	8.04	290	0
20121010T030000	-0.71	93.5	7.98	289.95	0
20121010T040000	-1.08	94.05	7.32	286.6	0
20121010T050000	-1.01	94.35	7.52	292.65	0
20121010T060000	-1.02	95	6.75	285.95	0
20121010T070000	-1.41	95	5.78	277.75	0
20121010T080000	-1.11	95	5.96	282.35	0
20121010T090000	-1.14	95	6.52	282.35	0
20121010T100000	-0.76	94.75	6.96	285.05	0
20121010T110000	-0.41	92.6	8.4	290.8	0
20121010T120000	-0.33	91.65	8.93	289.7	0
20121010T130000	-0.66	93.45	8.46	281.45	0
20121010T140000	-0.56	95	7.36	285.1	0
20121010T150000	-0.07	94.55	6.58	289.55	0
20121010T160000	-0.35	95	5.88	288.55	0
20121010T170000	-1.06	95	4.5	283.15	0
20121010T180000	-1.99	95	3.84	290.9	0
20121010T190000	-2.78	95	3.77	283.3	0
20121010T200000	-3.33	95	4.46	278.6	0
20121010T210000	-2.98	95	4.64	283.5	0
20121010T220000	-3.99	95	4.15	273.95	0
20121010T230000	-3.51	95	4.23	274.8	0
20121011T000000	-3.49	95	3.81	271.15	0
20121011T010000	-2.75	95	4.79	288	0
20121011T020000	-2.36	95	5.29	293.65	0
20121011T030000	-1.79	95	5.88	292.25	0
20121011T040000	-1.81	95	6.25	295.65	0
20121011T050000	-2.01	94.15	5.92	285.5	0
20121011T060000	-2.15	90.7	5.25	282.8	0
20121011T070000	-2.45	95	4.72	275.05	0
20121011T080000	-2.96	94.25	4.75	271.15	0
20121011T090000	-4.26	89.9	4.96	270.55	0
20121011T100000	-5.08	90.4	4.1	267.25	0
20121011T110000	-4.4	86.65	4.13	264.4	0
20121011T120000	-3.62	82.75	4.24	265.1	0
20121011T130000	-2.5	79.3	4.22	252.7	0
20121011T140000	-1.75	74.15	4.27	255.85	0
20121011T150000	-1.39	69.06	3.91	257.8	0
20121011T160000	-1.36	68.24	3.21	245.95	0
20121011T170000	-2.31	70.06	1.69	237.7	0
20121011T180000	-4.19	77.9	1.43	259.95	0
20121011T190000	-5.12	83.4	2.42	242.75	0
20121011T200000	-6.5	89.8	1.91	252.65	0
20121011T210000	-6.95	94.8	1.57	252.3	0
20121011T220000	-6.58	93	2.43	257.6	0
20121011T230000	-6.87	94.05	2.8	253.7	0
20121012T000000	-6.53	93	2.86	258.25	0
20121012T010000	-6.61	94.25	2.81	253.85	0
20121012T020000	-7.13	95	2.52	251.25	0
20121012T030000	-7.96	95	2.1	249.8	0
20121012T040000	-7.55	95	2.21	259.55	0
20121012T050000	-7.53	95	2.92	253.1	0
20121012T060000	-8.03	95	3.28	257.6	0
20121012T070000	-8.94	95	2.74	260.4	0
20121012T080000	-8.59	95	2.5	257.15	0
20121012T090000	-7.92	94.45	2.34	236.05	0
20121012T100000	-7.67	95	2.62	238.95	0
20121012T110000	-6.92	95	2.69	238.35	0
20121012T120000	-5.24	93.7	2.21	226.3	0
20121012T130000	-4.19	89.35	3.04	238.05	0
20121012T140000	-3.64	88.35	3.72	235.7	0
20121012T150000	-3.41	90.25	4.03	233.95	0
20121012T160000	-3.49	92.25	3.47	242.85	0
20121012T170000	-4.11	92.25	2.33	245.1	0
20121012T180000	-5.71	95	2.25	255.6	0
20121012T190000	-6.53	95	2.08	260.35	0
20121012T200000	-6.09	95	1.52	252.7	0
20121012T210000	-4.93	95	2.54	236.75	0
20121012T220000	-4.85	95	2.23	250.35	0
20121012T230000	-5	95	2.87	253.55	0
20121013T000000	-5.8	95	1.32	237.85	0
20121013T010000	-5.69	95	2.3	247.4	0
20121013T020000	-5.08	95	2.29	261.05	0
20121013T030000	-5.96	95	1.52	250.2	0
20121013T040000	-6.81	95	2.26	251.2	0
20121013T050000	-6.8	95	2.06	260.85	0
20121013T060000	-6.01	95	2.32	243.9	0
20121013T070000	-5.64	95	1.9	231.8	0
20121013T080000	-5.38	95	2.46	225.4	0
20121013T090000	-5.67	95	1.81	263.7	0
20121013T100000	-5.56	91.95	1.18	240	0
20121013T110000	-5.17	85.6	1.45	188.75	0
20121013T120000	-3.84	76.8	1.45	239.1	0
20121013T130000	-2.77	68.46	1.88	209.6	0
20121013T140000	-2.41	68.92	2.2	211.5	0
20121013T150000	-2.49	64.84	2.15	214.75	0
20121013T160000	-2.44	60.84	1.72	229.3	0
20121013T170000	-3.59	62.36	1.17	247.8	0
20121013T180000	-6.44	75.6	1.34	257.15	0
20121013T190000	-9.82	89	1.68	262.65	0
20121013T200000	-11.14	93.9	1.87	264.45	0
20121013T210000	-11.29	92.1	1.32	270.2	0
20121013T220000	-11.52	91.6	0.76	263.35	0
20121013T230000	-9.89	90	0.83	270.25	0
20121014T000000	-8.51	90.2	0.47	285.2	0
20121014T010000	-8.22	90.7	0.14	154.04	0
20121014T020000	-8.62	94.95	0.49	259.55	0
20121014T030000	-6.62	89.75	0.65	165.8	0
20121014T040000	-6.22	90.15	0.99	183.85	0
20121014T050000	-5.96	89.15	0.38	261.5	0
20121014T060000	-6.04	87.2	0.24	198.7	0
20121014T070000	-5.96	85.15	0.14	198.8	0
20121014T080000	-6	81.3	0.2	198.95	0
20121014T090000	-6.4	84.25	0.24	167.15	0
20121014T100000	-5.51	85.7	1.25	95.2	0
20121014T110000	-4.8	91.35	1.65	115.65	0
20121014T120000	-4.34	94.45	2.9	149.95	0
20121014T130000	-4.12	94.4	2.58	169.6	0
20121014T140000	-3.79	90.85	2.17	154.65	0
20121014T150000	-3.45	89.05	1.75	144.35	0
20121014T160000	-3.35	89.85	1.79	134.25	0
20121014T170000	-2.9	90.1	2.12	132.7	0
20121014T180000	-3.79	94	2.16	108.55	0
20121014T190000	-4.69	95	2.63	97.2	0
20121014T200000	-6.27	95	2.61	87.2	0
20121014T210000	-5.54	95	1.27	113	0
20121014T220000	-5.18	95	0.52	202.15	0
20121014T230000	-5	95	0.2	151.1	0
20121015T000000	-5.02	95	0.17	226.35	0
20121015T010000	-4.84	95	0.45	209.35	0
20121015T020000	-5	95	0.27	150.14	0
20121015T030000	-5.89	95	1.04	131.5	0
20121015T040000	-6.34	95	0.57	113.5	0
20121015T050000	-6.34	95	0.48	215.35	0
20121015T060000	-5.79	95	0.71	130.5	0
20121015T070000	-5.79	95	0.3	94.23	0
20121015T080000	-5.38	95	0.26	239.4	0
20121015T090000	-4.93	95	0.35	295.2	0
20121015T100000	-4.35	95	0.3	325.9	0
20121015T110000	-3.75	95	0.66	338.45	0
20121015T120000	-3.58	95	1.42	333.75	0
20121015T130000	-2.94	95	1.68	340.85	0
20121015T140000	-2.53	95	2.24	164.56	0
20121015T150000	-1.69	95	2.63	72.81	0
20121015T160000	-1.4	95	2.76	62.95	0
20121015T170000	-1.19	95	3.42	54.98	0
20121015T180000	-1.11	95	3.6	73.5	0
20121015T190000	-1.02	95	3.56	67.78	0
20121015T200000	-1.04	95	3.92	74.7	0
20121015T210000	-1.07	95	3.42	78.1	0
20121015T220000	-1.13	95	3.62	63.77	0
20121015T230000	-1.28	95	3.75	64.59	0
20121016T000000	-1.53	95	3.86	62.64	0
20121016T010000	-1.83	95	4.79	63.41	0
20121016T020000	-2.07	95	5.38	64.97	0
20121016T030000	-2.21	95	4.72	66.82	0
20121016T040000	-2.24	95	4.06	77.8	0
20121016T050000	-2.1	95	3.75	77.2	0
20121016T060000	-2.21	95	3.66	76.7	0
20121016T070000	-2	95	3.73	73.15	0
20121016T080000	-1.67	95	3.84	80.9	0
20121016T090000	-1.52	95	3.58	85.3	0
20121016T100000	-1.18	95	3.66	83.65	0
20121016T110000	-0.87	95	3.75	84.85	0
20121016T120000	-0.69	95	3.34	76.75	0
20121016T130000	-0.48	95	3.78	80.4	0
20121016T140000	-0.05	95	4.14	89.75	0
20121016T150000	0.06	95	4.17	86.9	0
20121016T160000	0.12	95	3.88	89	0
20121016T170000	-0.11	95	3.91	84.6	0
20121016T180000	-0.27	95	3.38	82.4	0
20121016T190000	-0.29	95	3.3	77.55	0
20121016T200000	-0.21	95	3.84	81.15	0
20121016T210000	-0.31	95	3.15	90.2	0
20121016T220000	-0.37	95	2.74	88.65	0
20121016T230000	-0.32	95	2.57	84.65	0
20121017T000000	-0.37	95	2.22	79.45	0
20121017T010000	-0.42	95	2.74	81.95	0
20121017T020000	-0.5	95	3.23	83.5	0
20121017T030000	-0.53	95	3.2	91.35	0
20121017T040000	-0.67	95	2.31	92.95	0
20121017T050000	-0.64	95	2.14	88.6	0
20121017T060000	-0.55	95	1.99	94.55	0
20121017T070000	-0.63	95	1.82	97.4	0
20121017T080000	-0.52	95	2.19	93.55	0
20121017T090000	-0.61	95	2.49	104.35	0
20121017T100000	-0.52	95	2.54	109.65	0.19
20121017T110000	-0.52	95	2.71	112.5	0.33
20121017T120000	-0.43	95	2.21	110.4	0.21
20121017T130000	-0.23	95	2.67	112.8	0.12
20121017T140000	-0.16	95	2.63	116.55	0.2
20121017T150000	-0.17	95	2.48	115.25	0
20121017T160000	-0.35	95	2.73	114.85	0
20121017T170000	-0.64	95	2.78	103.4	0
20121017T180000	-0.99	95	2.79	96.65	0.17
20121017T190000	-1.26	95	3.12	92.1	0
20121017T200000	-1.45	95	3.46	90.75	0
20121017T210000	-1.62	95	3.17	96	0
20121017T220000	-1.71	95	3.21	95.25	0.25
20121017T230000	-1.74	95	2.83	97.25	0
20121018T000000	-1.79	95	2.05	88.75	0
20121018T010000	-1.84	95	1.69	72.44	0
20121018T020000	-1.73	95	2	78.8	0
20121018T030000	-1.71	95	2.37	79.05	0
20121018T040000	-1.92	95	2.79	66.13	0
20121018T050000	-2.14	95	2.37	55.11	0
20121018T060000	-2.5	95	3.71	50.12	0
20121018T070000	-3.19	95	4.72	49.8	0
20121018T080000	-3.59	95	3.97	54.38	0
20121018T090000	-4.04	95	4.32	52.71	0
20121018T100000	-4.35	95	3.92	55.1	0
20121018T110000	-4.37	95	4.96	59.78	0
20121018T120000	-4.38	95	5.69	69.06	0
20121018T130000	-4.11	95	5.73	72.8	0
20121018T140000	-3.57	95	5.88	73.3	0
20121018T150000	-3.26	95	5.56	69.15	0
20121018T160000	-4.35	95	4.75	61.31	0
20121018T170000	-5	95	4.46	49.89	0
20121018T180000	-4.17	95	3.83	35.75	0
20121018T190000	-3.42	92.55	5.39	26.82	0
20121018T200000	-4.16	92	4.05	182.61	0
20121018T210000	-5.11	95	3.17	323.65	0
20121018T220000	-5.39	95	3.12	303.55	0
20121018T230000	-4.8	95	3.46	315.75	0
20121019T000000	-3.74	95	4.5	341.9	0
20121019T010000	-3.92	95	5.46	341.6	0
20121019T020000	-4	95	5.54	330.35	0
20121019T030000	-3.81	95	6.24	339.15	0
20121019T040000	-4.06	95	5.8	338.75	0
